0.000,0.000,0.000
0.355,0.118,0.000
0.714,0.236,0.000
1.080,0.357,0.000
1.441,0.480,0.000
1.801,0.602,0.000
2.167,0.721,0.000
2.522,0.842,0.000
2.529,0.842,0.000
2.537,0.838,0.000
2.542,0.841,0.000
2.540,0.840,0.000
2.539,0.840,0.000
2.533,0.839,0.000
2.529,0.834,0.000
2.519,0.838,0.000
2.524,0.841,0.000
2.518,0.845,0.000
2.518,0.850,0.000
2.510,0.856,0.000
2.496,0.860,0.000
2.482,0.855,0.000
2.477,0.860,0.000
2.474,0.862,0.000
2.472,0.862,0.000
2.462,0.854,0.000
2.467,0.851,0.000
2.456,0.844,0.000
2.465,0.833,0.000
2.470,0.829,0.000
2.472,0.826,0.000
2.475,0.824,0.000
2.480,0.822,0.000
2.482,0.815,0.000
2.493,0.820,0.000
2.497,0.825,0.000
2.497,0.835,0.000
2.499,0.846,0.000
2.496,0.850,0.000
2.498,0.853,0.000
2.505,0.854,0.000
2.505,0.857,0.000
2.501,0.857,0.000
2.496,0.859,0.000
2.490,0.852,0.000
2.490,0.850,0.000
2.493,0.849,0.000
2.490,0.853,0.000
2.488,0.852,0.000
2.484,0.846,0.000
2.478,0.851,0.000
2.479,0.851,0.000
2.477,0.853,0.000
2.479,0.853,0.000
2.480,0.846,0.000
2.477,0.845,0.000
2.477,0.845,0.000
2.482,0.852,0.000
2.484,0.859,0.000
2.467,0.850,0.000
2.469,0.857,0.000
2.473,0.851,0.000
2.478,0.849,0.000
2.472,0.851,0.000
2.472,0.841,0.000
2.498,0.836,0.000
2.497,0.831,0.000
2.489,0.825,0.000
2.491,0.830,0.000
2.488,0.823,0.000
2.488,0.823,0.000
2.472,0.818,0.000
2.481,0.818,0.000
2.479,0.823,0.000
2.472,0.822,0.000
2.455,0.822,0.000
2.455,0.818,0.000
2.456,0.818,0.000
2.449,0.822,0.000
2.441,0.819,0.000
2.448,0.824,0.000
2.445,0.825,0.000
2.445,0.826,0.000
2.445,0.823,0.000
2.455,0.823,0.000
2.462,0.829,0.000
2.474,0.829,0.000
2.487,0.829,0.000
2.503,0.836,0.000
2.508,0.835,0.000
2.521,0.839,0.000
2.521,0.836,0.000
2.521,0.843,0.000
2.517,0.840,0.000
2.506,0.844,0.000
2.505,0.850,0.000
2.502,0.852,0.000
2.492,0.844,0.000
2.485,0.846,0.000
2.470,0.838,0.000
2.468,0.849,0.000
2.472,0.844,0.000
2.478,0.848,0.000
2.489,0.844,0.000
2.486,0.844,0.000
2.479,0.847,0.000
2.478,0.848,0.000
2.484,0.845,0.000
2.484,0.847,0.000
2.482,0.841,0.000
2.479,0.843,0.000
2.475,0.843,0.000
2.468,0.845,0.000
2.465,0.845,0.000
2.462,0.843,0.000
2.462,0.843,0.000
2.457,0.843,0.000
2.459,0.853,0.000
2.464,0.854,0.000
2.458,0.858,0.000
2.458,0.855,0.000
2.459,0.848,0.000
2.455,0.849,0.000
2.466,0.849,0.000
2.481,0.855,0.000
2.491,0.859,0.000
2.491,0.853,0.000
2.487,0.849,0.000
2.487,0.842,0.000
2.475,0.842,0.000
2.475,0.846,0.000
2.479,0.839,0.000
2.476,0.839,0.000
2.476,0.839,0.000
2.476,0.837,0.000
2.487,0.846,0.000
2.493,0.853,0.000
2.500,0.855,0.000
2.505,0.853,0.000
2.505,0.846,0.000
2.504,0.846,0.000
2.501,0.841,0.000
2.491,0.833,0.000
2.487,0.830,0.000
2.480,0.827,0.000
2.475,0.827,0.000
2.476,0.819,0.000
2.471,0.814,0.000
2.471,0.816,0.000
2.470,0.820,0.000
2.465,0.820,0.000
2.459,0.827,0.000
2.454,0.830,0.000
2.452,0.830,0.000
2.465,0.835,0.000
2.454,0.839,0.000
2.445,0.839,0.000
2.441,0.834,0.000
2.444,0.838,0.000
2.453,0.844,0.000
2.463,0.850,0.000
2.470,0.844,0.000
2.472,0.849,0.000
2.463,0.849,0.000
2.473,0.850,0.000
2.474,0.853,0.000
2.486,0.854,0.000
2.485,0.849,0.000
2.489,0.846,0.000
2.479,0.840,0.000
2.480,0.844,0.000
2.474,0.839,0.000
2.473,0.833,0.000
2.460,0.836,0.000
2.470,0.837,0.000
2.465,0.834,0.000
2.472,0.838,0.000
2.470,0.840,0.000
2.480,0.846,0.000
2.487,0.841,0.000
2.509,0.847,0.000
2.527,0.852,0.000
2.533,0.852,0.000
2.538,0.849,0.000
2.547,0.854,0.000
2.550,0.856,0.000
2.556,0.854,0.000
2.569,0.854,0.000
2.564,0.853,0.000
2.550,0.845,0.000
2.544,0.845,0.000
2.540,0.840,0.000
2.538,0.842,0.000
2.537,0.837,0.000
2.536,0.835,0.000
2.526,0.836,0.000
2.526,0.836,0.000
2.522,0.842,0.000
2.514,0.844,0.000
2.524,0.844,0.000
2.519,0.851,0.000
2.509,0.853,0.000
2.499,0.860,0.000
2.494,0.859,0.000
2.498,0.859,0.000
2.486,0.857,0.000
2.479,0.852,0.000
2.484,0.860,0.000
2.483,0.859,0.000
2.483,0.854,0.000
2.483,0.856,0.000
2.485,0.856,0.000
2.479,0.855,0.000
2.476,0.858,0.000
2.467,0.854,0.000
2.464,0.854,0.000
2.463,0.847,0.000
2.451,0.844,0.000
2.454,0.844,0.000
2.462,0.846,0.000
2.448,0.838,0.000
2.452,0.848,0.000
2.446,0.851,0.000
2.457,0.856,0.000
2.451,0.863,0.000
2.445,0.866,0.000
2.459,0.866,0.000
2.461,0.875,0.000
2.462,0.867,0.000
2.464,0.870,0.000
2.467,0.861,0.000
2.478,0.858,0.000
2.482,0.858,0.000
