1.743506464710035786e+00,1.719063375554534145e+00
2.104015957806730341e+00,1.829553227136255344e+00
2.453069434632533685e+00,1.911580444184672212e+00
2.790666895187445817e+00,1.965145026699784747e+00
3.116808339471464073e+00,1.990246974681590952e+00
3.419689792631198877e+00,1.981845989211710179e+00
3.741597613736395544e+00,1.882956708029558390e+00
4.024050887268256105e+00,1.852206839998106869e+00
4.321137997562270350e+00,1.860027481572887220e+00
4.567329379262455191e+00,1.862286921655424532e+00
4.873500887168886742e+00,1.863793112025110332e+00
5.204656226282724063e+00,1.892393175983885900e+00
5.555634963010428251e+00,1.862489112579021722e+00
5.860846954098994921e+00,1.867221362444898558e+00
6.157919063169584817e+00,1.833230471622567137e+00
6.435266767763552664e+00,1.839028178283384607e+00
6.670164310536423002e+00,1.829500617992801281e+00
6.927762477713097056e+00,1.829753324322788588e+00
7.219145900120878423e+00,1.829798696033691829e+00
7.474954106797648379e+00,1.885227981876990366e+00
7.724625593826639047e+00,1.973076261867985792e+00
7.859574078636780925e+00,2.161984317458951033e+00
7.952678684322155078e+00,2.387770292889725532e+00
7.973076780781713779e+00,2.635308049210691284e+00
7.919291038581875775e+00,2.924650435029047202e+00
7.934474554291539583e+00,3.214107115014361415e+00
7.893451490426661721e+00,3.518424320200262301e+00
7.866047403437437247e+00,3.859713738330100341e+00
7.820859698747910649e+00,4.208604834173080178e+00
7.782095569711581007e+00,4.561085409993971496e+00
7.758875635484468347e+00,4.860496194263044245e+00
7.787398793112018325e+00,5.157545912079417150e+00
7.788992135715940179e+00,5.428956911665103746e+00
7.792053919886585689e+00,5.735101558154390489e+00
7.770323274725250862e+00,5.988772327217425584e+00
7.767561536469658634e+00,6.310744485715062524e+00
7.767010773124551903e+00,6.598240638605719077e+00
7.767690129299837487e+00,6.882966849746065208e+00
7.769599604995526931e+00,7.164923119136108909e+00
7.772739200211619348e+00,7.444109446775847516e+00
