2.000000000000000000e+00,0.000000000000000000e+00,4.186194928040624319e+00,4.192404158904246891e+00,1.500037419871800004e-01,-6.515676886920118704e-11,4.192404158939257108e+00,1.000000370833086016e+00
2.000000000000000000e+00,1.000000000000000000e+00,4.336198645989341571e+00,4.342407932551457073e+00,1.500037179487181127e-01,3.714006879818044318e-11,4.342407932531500592e+00,1.000000370868233013e+00
2.000000000000000000e+00,2.000000000000000000e+00,4.486202395989342229e+00,4.492411738171698588e+00,1.500037499999997970e-01,8.572698106945608743e-12,4.492411738167091606e+00,1.000000370876346079e+00
2.000000000000000000e+00,3.000000000000000000e+00,4.636206113938060369e+00,4.642415511646760251e+00,1.500037179487181127e-01,-1.018811701669620039e-10,4.642415511701504904e+00,1.000000370779930980e+00
2.000000000000000000e+00,4.000000000000000000e+00,4.786209855925240397e+00,4.792419309441982023e+00,1.500037419871791122e-01,1.349214073798065979e-10,4.792419309369483571e+00,1.000000370907613068e+00
2.000000000000000000e+00,5.000000000000000000e+00,4.936213573873957650e+00,4.942423082713592208e+00,1.500037179487181127e-01,-2.421316480649692886e-10,4.942423082843697912e+00,1.000000370678473915e+00
2.000000000000000000e+00,6.000000000000000000e+00,5.086217323873957419e+00,5.092426888255584316e+00,1.500037499999997970e-01,-1.912745517529401954e-10,5.092426888358363435e+00,1.000000370497462931e+00
2.000000000000000000e+00,7.000000000000000000e+00,5.236221033809854930e+00,5.242430653639573279e+00,1.500037099358975112e-01,-2.306812518781953000e-10,5.242430653763525683e+00,1.000000370279160000e+00
2.000000000000000000e+00,8.000000000000000000e+00,5.386224783809854699e+00,5.392434459494566568e+00,1.500037499999997970e-01,1.877786814930005025e-10,5.392434459393666835e+00,1.000000370456862964e+00
2.000000000000000000e+00,9.000000000000000000e+00,5.536228501758572840e+00,5.542438232922675567e+00,1.500037179487181127e-01,1.038458208313385937e-11,5.542438232917096030e+00,1.000000370466689992e+00
2.000000000000000000e+00,1.000000000000000000e+01,5.686232251758572609e+00,5.692442038746368560e+00,1.500037499999997970e-01,2.578808278030920127e-10,5.692442038607801180e+00,1.000000370710733000e+00
2.000000000000000000e+00,1.100000000000000000e+01,5.836235969707290749e+00,5.842445812299679631e+00,1.500037179487181127e-01,1.351718736941621108e-10,5.842445812227047064e+00,1.000000370838652008e+00
2.000000000000000000e+00,1.200000000000000000e+01,5.986239711694469889e+00,5.992449609860151405e+00,1.500037419871791122e-01,1.874056465567263917e-11,5.992449609850082126e+00,1.000000370856386045e+00
2.000000000000000000e+00,1.300000000000000000e+01,6.136243429643188030e+00,6.142453383335211292e+00,1.500037179487181127e-01,-9.342571161141677294e-11,6.142453383385412025e+00,1.000000370767974101e+00
2.000000000000000000e+00,1.400000000000000000e+01,6.286247179643187799e+00,6.292457188892853992e+00,1.500037499999997970e-01,-1.091446932832696022e-10,6.292457188951501301e+00,1.000000370664686056e+00
2.000000000000000000e+00,1.500000000000000000e+01,6.436250897591905940e+00,6.442460962540064173e+00,1.500037179487181127e-01,3.876365894939227210e-11,6.442460962519236389e+00,1.000000370701370045e+00
2.000000000000000000e+00,1.600000000000000000e+01,6.586254639579085968e+00,6.592464760147485947e+00,1.500037419871800004e-01,3.447908625275886152e-11,6.592464760128960322e+00,1.000000370733999056e+00
2.000000000000000000e+00,1.700000000000000000e+01,6.736258357527803220e+00,6.742468533638196426e+00,1.500037179487173078e-01,-5.096012500871439179e-11,6.742468533665578079e+00,1.000000370685772966e+00
2.000000000000000000e+00,1.800000000000000000e+01,6.886262099514983248e+00,6.892472331323867607e+00,1.500037419871800004e-01,6.685851872134662699e-11,6.892472331287944343e+00,1.000000370749043910e+00
2.000000000000000000e+00,1.900000000000000000e+01,7.036265825476522018e+00,7.042476112717849013e+00,1.500037259615387975e-01,-1.453717146659982973e-10,7.042476112795963417e+00,1.000000370611473066e+00
2.000000000000000000e+00,2.000000000000000000e+01,7.186269567463701158e+00,7.192479910293969603e+00,1.500037419871791122e-01,-8.227907244418020127e-11,7.192479910338182236e+00,1.000000370533608907e+00
2.000000000000000000e+00,2.100000000000000000e+01,7.336273285412419298e+00,7.342483683925530968e+00,1.500037179487181127e-01,5.721290108340326697e-11,7.342483683894789337e+00,1.000000370587752041e+00
2.000000000000000000e+00,2.200000000000000000e+01,7.486277035412419067e+00,7.492487489639673370e+00,1.500037499999997970e-01,1.553317474645155016e-10,7.492487489556207692e+00,1.000000370734748012e+00
2.000000000000000000e+00,2.300000000000000000e+01,7.636280753361137208e+00,7.642491263177333849e+00,1.500037179487181127e-01,6.081712911054637516e-11,7.642491263144654212e+00,1.000000370792301974e+00
2.000000000000000000e+00,2.400000000000000000e+01,7.786284495348316348e+00,7.792495060690855624e+00,1.500037419871791122e-01,-6.120970397205383051e-11,7.792495060723746647e+00,1.000000370734376975e+00
2.000000000000000000e+00,2.500000000000000000e+01,7.936288213297033600e+00,7.942498834134615215e+00,1.500037179487181127e-01,-1.493845047662034889e-10,7.942498834214885228e+00,1.000000370593008947e+00
2.000000000000000000e+00,2.600000000000000000e+01,8.086291963297036034e+00,8.092502639958308208e+00,1.500037500000014901e-01,1.530811033489954101e-10,8.092502639876052228e+00,1.000000370737875066e+00
2.000000000000000000e+00,2.700000000000000000e+01,8.236295681245753286e+00,8.242506413261217801e+00,1.500037179487173078e-01,-1.756106371431088126e-10,8.242506413355579653e+00,1.000000370571688002e+00
2.000000000000000000e+00,2.800000000000000000e+01,8.386299431245753055e+00,8.392510219116211090e+00,1.500037499999997970e-01,1.734896670768648877e-10,8.392510219022989659e+00,1.000000370735868005e+00
2.000000000000000000e+00,2.900000000000000000e+01,8.536303149194472084e+00,8.542513992747771567e+00,1.500037179487190009e-01,1.643041258603261926e-10,8.542513992659484856e+00,1.000000370891356072e+00
2.000000000000000000e+00,3.000000000000000000e+01,8.686306891181651224e+00,8.692517790433443636e+00,1.500037419871791122e-01,1.516884395869055879e-10,8.692517790351935503e+00,1.000000371034905022e+00
2.000000000000000000e+00,3.100000000000000000e+01,8.836310609130368476e+00,8.842521564065004114e+00,1.500037179487173078e-01,1.077360423096252036e-10,8.842521564007114421e+00,1.000000371136859023e+00
2.000000000000000000e+00,3.200000000000000000e+01,8.986314359130368246e+00,8.992525369466145335e+00,1.500037499999997970e-01,-2.128892617747623913e-10,8.992525369580539163e+00,1.000000370935393956e+00
2.000000000000000000e+00,3.300000000000000000e+01,9.136318077079087274e+00,9.142529143207257292e+00,1.500037179487190009e-01,3.631051015418051975e-11,9.142529143187745788e+00,1.000000370969756025e+00
2.000000000000000000e+00,3.400000000000000000e+01,9.286321827079087043e+00,9.292532948780548807e+00,1.500037499999997970e-01,-5.405098590927082114e-11,9.292532948809592241e+00,1.000000370918604942e+00
2.000000000000000000e+00,3.500000000000000000e+01,9.436325545027804296e+00,9.442536722412109285e+00,1.500037179487173078e-01,1.463007492930045960e-11,9.442536722404248906e+00,1.000000370932450089e+00
2.000000000000000000e+00,3.600000000000000000e+01,9.586329287014983436e+00,9.592540520129082537e+00,1.500037419871791122e-01,9.639933296057279222e-11,9.592540520077283972e+00,1.000000371023676893e+00
2.000000000000000000e+00,3.700000000000000000e+01,9.736333004963702464e+00,9.742544293604142425e+00,1.500037179487190009e-01,-7.679190616727282759e-11,9.742544293645405418e+00,1.000000370951005024e+00
2.000000000000000000e+00,3.800000000000000000e+01,9.886336754963702234e+00,9.892548099302635123e+00,1.500037499999997970e-01,1.318767317570745945e-11,9.892548099295549235e+00,1.000000370963485041e+00
