82261444ec059aa,82261444ec0592f,82261444ec0538a,3.246969517460476e-01,9.089564545824240e-01,8.028839975944795e-01,6.322653,4.958008,0.000000
82261444ec059aa,82261444ec0592f,82261444ec0538a,3.100844882245770e-01,9.628936008792639e-01,8.241477340189647e-01,6.348289,4.930546,0.000000
82261444ec059aa,82261444ec0592f,82261444ec0538a,3.417178963667489e-01,9.533240943013084e-01,8.053249537925282e-01,6.339457,4.946359,0.000000
82261444ec059aa,82261444ec0592f,82261444ec0538a,3.316633928211985e-01,1.012569055929565e+00,8.327208939176076e-01,6.368326,4.919972,0.000000
82261444ec059aa,82261444ec0592f,82261444ec0538a,3.558695861500709e-01,9.314300215325506e-01,8.256926969168354e-01,6.334832,4.968543,0.000000
82261444ec059aa,82261444ec0592f,82261444ec0538a,3.741216564431795e-01,9.625944040672021e-01,8.127809170539617e-01,6.343313,4.960062,0.000000
82261444ec059aa,82261444ec0592f,82261444ec0538a,3.918582510898845e-01,8.600836934705325e-01,8.164375599430125e-01,6.304497,5.017794,0.000000
82261444ec059aa,82261444ec0592f,82261444ec0538a,2.993038201743072e-01,8.148811509037550e-01,7.704142225630743e-01,6.281050,4.981254,0.000000
82261444ec059aa,82261444ec0592f,82261444ec0538a,4.117858501494727e-01,9.337756819488217e-01,9.148022385590160e-01,6.352436,5.016666,0.000000
82261444ec059aa,82261444ec0592f,82261444ec0538a,3.080276432363194e-01,8.229961989575951e-01,8.175182886413852e-01,6.293867,4.992999,0.000000
82261444ec059aa,82261444ec0592f,82261444ec0538a,3.639665333291600e-01,8.897080376100028e-01,8.126233329678936e-01,6.315920,4.989011,0.000000
82261444ec059aa,82261444ec0592f,82261444ec0538a,2.895352039740899e-01,8.686588497891847e-01,7.858814200378639e-01,6.305055,4.955153,0.000000
82261444ec059aa,82261444ec0592f,82261444ec0538a,4.228955282172766e-01,9.285671552392012e-01,8.484054349840773e-01,6.335974,5.009088,0.000000
82261444ec059aa,82261444ec0592f,82261444ec0538a,4.105459402290244e-01,9.178831139173820e-01,8.228575143142818e-01,6.327001,5.001832,0.000000
82261444ec059aa,82261444ec0592f,82261444ec0538a,2.789722787995021e-01,9.604553065745609e-01,8.314690054771035e-01,6.350095,4.918010,0.000000
82261444ec059aa,82261444ec0592f,82261444ec0538a,3.338486076160547e-01,8.519172043277858e-01,8.004773798205909e-01,6.300171,4.988548,0.000000
82261444ec059aa,82261444ec0592f,82261444ec0538a,4.467354450217744e-01,9.233053906626658e-01,8.443789220146352e-01,6.332221,5.022749,0.000000
82261444ec059aa,82261444ec0592f,82261444ec0538a,3.565009872516818e-01,8.567644455630550e-01,8.811495181247615e-01,6.318398,5.016725,0.000000
82261444ec059aa,82261444ec0592f,82261444ec0538a,4.137103990384468e-01,9.710863762187998e-01,9.124821323188641e-01,6.365970,4.999607,0.000000
82261444ec059aa,82261444ec0592f,82261444ec0538a,4.027433984539748e-01,8.697579455516431e-01,8.359745261541125e-01,6.311896,5.023391,0.000000
82261444ec059aa,82261444ec0592f,82261444ec0538a,3.148758962469191e-01,8.140911009587377e-01,8.032838139750105e-01,6.287219,4.997170,0.000000
82261444ec059aa,82261444ec0592f,82261444ec0538a,3.343045233988473e-01,9.872648315955725e-01,8.292356769600229e-01,6.357761,4.932385,0.000000
82261444ec059aa,82261444ec0592f,82261444ec0538a,3.323917533879281e-01,8.756883111892961e-01,8.043662729040579e-01,6.310042,4.977703,0.000000
82261444ec059aa,82261444ec0592f,82261444ec0538a,3.494972796696905e-01,9.179493950616910e-01,8.649167601237355e-01,6.338247,4.980945,0.000000
82261444ec059aa,82261444ec0592f,82261444ec0538a,3.300508178323458e-01,8.818229771412351e-01,7.928774081291525e-01,6.310021,4.970963,0.000000
82261444ec059aa,82261444ec0592f,82261444ec0538a,3.422012961983363e-01,8.796673759098503e-01,8.103314427972066e-01,6.312448,4.982188,0.000000
82261444ec059aa,82261444ec0592f,82261444ec0538a,3.883598577602383e-01,9.023304696661940e-01,8.652950151681660e-01,6.330949,5.007839,0.000000
82261444ec059aa,82261444ec0592f,82261444ec0538a,3.645303223397889e-01,8.954422882554081e-01,8.925791557727241e-01,6.335065,5.005519,0.000000
82261444ec059aa,82261444ec0592f,82261444ec0538a,2.969751958754490e-01,7.754617047252772e-01,7.550497741714306e-01,6.263004,4.994615,0.000000
82261444ec059aa,82261444ec0592f,82261444ec0538a,3.094369826682244e-01,8.264645128924344e-01,7.927570905499248e-01,6.289821,4.986254,0.000000
82261444ec059aa,82261444ec0592f,82261444ec0538a,3.052153529165391e-01,8.693677119871568e-01,8.075007854133407e-01,6.309329,4.967776,0.000000
82261444ec059aa,82261444ec0592f,82261444ec0538a,3.825385632024272e-01,8.874560758395020e-01,8.022611145515750e-01,6.312174,4.997014,0.000000
82261444ec059aa,82261444ec0592f,82261444ec0538a,3.719985303106128e-01,8.525362941726726e-01,8.838465484626710e-01,6.316818,5.027101,0.000000
82261444ec059aa,82261444ec0592f,82261444ec0538a,3.674192751879266e-01,9.086963876025447e-01,8.464107452054428e-01,6.330139,4.989866,0.000000
