0.000,0.000,0.000
0.335,-0.009,0.000
0.655,-0.009,0.000
0.987,0.026,0.000
1.315,0.055,0.000
1.642,0.093,0.000
1.981,0.124,0.000
2.308,0.157,0.000
2.319,0.197,0.000
2.316,0.247,0.000
2.306,0.250,0.000
2.310,0.240,0.000
2.306,0.234,0.000
2.310,0.234,0.000
2.310,0.221,0.000
2.310,0.216,0.000
2.323,0.194,0.000
2.329,0.194,0.000
2.334,0.207,0.000
2.326,0.224,0.000
2.303,0.253,0.000
2.326,0.368,0.000
2.353,0.486,0.000
2.335,0.664,0.000
2.343,0.849,0.000
2.330,1.013,0.000
2.329,1.177,0.000
2.284,1.342,0.000
2.310,1.422,0.000
2.310,1.505,0.000
2.289,1.534,0.000
2.276,1.534,0.000
2.306,1.521,0.000
2.301,1.524,0.000
2.305,1.527,0.000
2.302,1.525,0.000
2.348,1.505,0.000
2.350,1.498,0.000
2.350,1.491,0.000
2.347,1.488,0.000
2.350,1.486,0.000
2.348,1.484,0.000
2.351,1.480,0.000
2.354,1.472,0.000
2.358,1.470,0.000
2.358,1.473,0.000
2.362,1.479,0.000
2.362,1.483,0.000
2.358,1.487,0.000
2.357,1.488,0.000
2.358,1.491,0.000
2.364,1.488,0.000
2.371,1.488,0.000
2.375,1.482,0.000
2.377,1.472,0.000
2.381,1.463,0.000
2.388,1.458,0.000
2.393,1.456,0.000
2.393,1.457,0.000
2.403,1.451,0.000
2.407,1.450,0.000
2.407,1.446,0.000
2.402,1.445,0.000
2.402,1.445,0.000
2.409,1.443,0.000
2.415,1.438,0.000
2.421,1.430,0.000
2.426,1.429,0.000
2.421,1.433,0.000
2.424,1.438,0.000
2.416,1.442,0.000
2.425,1.444,0.000
2.424,1.446,0.000
2.415,1.452,0.000
2.406,1.461,0.000
2.398,1.462,0.000
2.394,1.468,0.000
2.394,1.466,0.000
2.386,1.467,0.000
2.389,1.468,0.000
2.388,1.468,0.000
2.389,1.471,0.000
2.388,1.471,0.000
2.390,1.467,0.000
2.390,1.471,0.000
2.394,1.465,0.000
2.388,1.465,0.000
2.385,1.461,0.000
2.388,1.465,0.000
2.388,1.465,0.000
2.386,1.468,0.000
2.387,1.467,0.000
2.392,1.471,0.000
2.401,1.469,0.000
2.402,1.468,0.000
2.410,1.465,0.000
2.410,1.468,0.000
2.405,1.463,0.000
2.402,1.468,0.000
2.394,1.465,0.000
2.397,1.463,0.000
2.392,1.456,0.000
2.389,1.459,0.000
2.387,1.460,0.000
2.387,1.455,0.000
2.393,1.454,0.000
2.394,1.457,0.000
2.392,1.453,0.000
2.393,1.450,0.000
2.394,1.450,0.000
2.396,1.451,0.000
2.393,1.447,0.000
2.399,1.447,0.000
2.400,1.447,0.000
2.403,1.444,0.000
2.401,1.444,0.000
2.406,1.446,0.000
2.408,1.448,0.000
2.406,1.454,0.000
2.407,1.453,0.000
2.407,1.453,0.000
2.408,1.450,0.000
