1.000000000000000000e+00,0.000000000000000000e+00,4.186194927885155792e+00,4.192636101371570057e+00,1.500037419871800004e-01,8.299139153677970171e-11,4.192636101326974618e+00,9.999999810042465853e-01
1.000000000000000000e+00,1.000000000000000000e+00,4.336198645833873933e+00,4.342639816550230236e+00,1.500037179487181127e-01,1.239719438217435058e-10,4.342639816483616855e+00,9.999999811215661838e-01
1.000000000000000000e+00,2.000000000000000000e+00,4.486202395833873702e+00,4.492643563967973819e+00,1.500037499999997970e-01,3.161932937700839830e-10,4.492643563798072393e+00,9.999999814207924942e-01
1.000000000000000000e+00,3.000000000000000000e+00,4.636206113782591842e+00,4.642647278771034003e+00,1.500037179487181127e-01,-1.888054157461737955e-10,4.642647278872486183e+00,9.999999812421184187e-01
1.000000000000000000e+00,4.000000000000000000e+00,4.786209855769770982e+00,4.792651017941206071e+00,1.500037419871791122e-01,-1.047055775416084022e-10,4.792651017997468621e+00,9.999999811430313468e-01
1.000000000000000000e+00,5.000000000000000000e+00,4.936213573718489123e+00,4.942654733260717137e+00,1.500037179487181127e-01,1.431459395462298093e-10,4.942654733183799998e+00,9.999999812784960973e-01
1.000000000000000000e+00,6.000000000000000000e+00,5.086217323718488892e+00,5.092658480475010130e+00,1.500037499999997970e-01,9.950618107268383028e-11,5.092658480421541789e+00,9.999999813726627718e-01
1.000000000000000000e+00,7.000000000000000000e+00,5.236221033654386403e+00,5.242662187985151157e+00,1.500037099358975112e-01,4.218811966438806849e-10,5.242662187758459602e+00,9.999999817719058548e-01
1.000000000000000000e+00,8.000000000000000000e+00,5.386224783654386172e+00,5.392665934698642971e+00,1.500037499999997970e-01,-3.255351543884899002e-10,5.392665934873562605e+00,9.999999814638389495e-01
1.000000000000000000e+00,9.000000000000000000e+00,5.536228501603104313e+00,5.542669649783404040e+00,1.500037179487181127e-01,-2.583853131454815804e-10,5.542669649922243202e+00,9.999999812193185456e-01
1.000000000000000000e+00,1.000000000000000000e+01,5.686232251603104082e+00,5.692673396888146442e+00,1.500037499999997970e-01,-2.169251445138798121e-10,5.692673397004707425e+00,9.999999810140336454e-01
1.000000000000000000e+00,1.100000000000000000e+01,5.836235969551822222e+00,5.842677112207658396e+00,1.500037179487181127e-01,1.021973616843751968e-10,5.842677112152743213e+00,9.999999811107470604e-01
1.000000000000000000e+00,1.200000000000000000e+01,5.986239711539001362e+00,5.992680851362179872e+00,1.500037419871791122e-01,5.571720862462826254e-11,5.992680851332242042e+00,9.999999811634744384e-01
1.000000000000000000e+00,1.300000000000000000e+01,6.136243429487720391e+00,6.142684566446940053e+00,1.500037179487181127e-01,-8.471445767099794466e-12,6.142684566451491968e+00,9.999999811554575180e-01
1.000000000000000000e+00,1.400000000000000000e+01,6.286247179487719272e+00,6.292688313645583342e+00,1.500037499999997970e-01,2.084377115352253895e-11,6.292688313634383412e+00,9.999999811751828505e-01
1.000000000000000000e+00,1.500000000000000000e+01,6.436250897436437413e+00,6.442692028542544413e+00,1.500037179487181127e-01,-2.167652723983337896e-10,6.442692028659019243e+00,9.999999809700491626e-01
1.000000000000000000e+00,1.600000000000000000e+01,6.586254639423617441e+00,6.592695767916166183e+00,1.500037419871800004e-01,1.245297198693152103e-10,6.592695767849250821e+00,9.999999810878966722e-01
1.000000000000000000e+00,1.700000000000000000e+01,6.736258357372334693e+00,6.742699483439127839e+00,1.500037179487173078e-01,4.780460471920378041e-10,6.742699483182257758e+00,9.999999815402907943e-01
